"museum_label","museum_name","museum_country","museum_subregion","museum_city","museum_city_latitude","museum_city_longitude","total_type_specimens","holotype_count","syntype_count","lectotype_count","neotype_count","nonexistent_count"
"IGABM","Institute of Geology of Diamonds and Precious Metals of the Siberian Branch of the Russian Academy of Science","Russia","NA","Yakutsk","62.03","129.72999999999999",1,1,0,0,0,0
"IGCU","Instituto de Geología, Ciudad Universitaria, Universidad Nacional Autónoma de México","Mexico","NA","Mexico City","19.43","-99.14",NA,NA,NA,NA,NA,NA
"IGF","Earth Science Department of Florence University","Italy","NA","Florence","43.78","11.24",2,2,0,0,0,0
"IGGP","Institute of Precambrian Geology and Geochronology","Russia","NA","Saint Petersburg","59.93","30.32",NA,NA,NA,NA,NA,NA
"IGMC","Museo Geológico, Instituto Nacional de Investigaciones en Geociencias, Minería y Quimica (INGEOMINAS)","Colombia","NA","Bogotá","4.7111109999999998","-74.072221999999996",NA,NA,NA,NA,NA,NA
"IGMKU","Museo Geológico-Kyoto University","Colombia","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"IGMM","Museo Instituto de Geología, Universidad Nacional Autónoma de México","Mexico","NA","Mexico City","19.43","-99.14",NA,NA,NA,NA,NA,NA
"IGP","Instituto de Geología y Paleontología","Cuba","NA","Havana","NA","NA",1,1,0,0,0,0
"IGPM","Westfälische Wilhelms-Universität Münster","Germany","North Rhine-Westphalia","Münster","NA","NA",NA,NA,NA,NA,NA,NA
"IGPS","Institut für Geologie und Paläontologie der Universität Salzburg","Austria","Salzburg","Salzburg","47.81","13.04",NA,NA,NA,NA,NA,NA
"IGRAS","Institute of Geography, Russian Academy of Sciences","Russia","NA","NA","NA","NA",1,1,0,0,0,0
"IGS","Institute of Geological Sciences","United Kingdom","NA","London","51.52","-0.1",NA,NA,NA,NA,NA,NA
"IGSPAS","Institute of Geological Sciences, Polish Academy of Sciences","Poland","NA","Kraków","NA","NA",NA,NA,NA,NA,NA,NA
"IGU","State Irkutsk University","Russia","NA","Irkutsk","52.33","104.24",2,2,0,0,0,0
"IHNE","Instituto de Historia Natural y Ecología","Mexico","Chiapas","Tuxtla Gutiérrez","16.75","-93.12",NA,NA,NA,NA,NA,NA
"IHP","Institute of Human Palaeontology","Italy","NA","Rome","41.89","12.5",NA,NA,NA,NA,NA,NA
"IIA","Instituto de Investigaciones Antropológicas, Universidad Autónoma de México","Mexico","NA","Mexico City","19.43","-99.14",1,1,0,0,0,0
"IITKGP","Indian Institute of Technology Kharagpur","India","West Bengal","Kharagpur","22.34","87.31",NA,NA,NA,NA,NA,NA
"IITR","Vertebrate Palaeontology Laboratory, Department of Earth Sciences, Indian Institute of Technology, Roorkee","India","Uttarakhand","Roorkee","29.874858","77.889927999999998",NA,NA,NA,NA,NA,NA
"IJA","Instituto Jaime Almera","Spain","NA","Barcelona","41.4","2.17",NA,NA,NA,NA,NA,NA
"ILM","Instituto Lucas Mallada","Spain","NA","Madrid","40.42","-3.71",NA,NA,NA,NA,NA,NA
"ILTS","Institute of Low Temperature Science, Hokkaido University","Japan","NA","NA","NA","NA",1,1,0,0,0,0
"IMC","Indian Museum","India","NA","NA","NA","NA",1,0,1,0,0,0
"IMEDEA","Institut Mediterrani d'Estudis Avançats","Spain","NA","Esporles","NA","NA",NA,NA,NA,NA,NA,NA
"IMGG","Institute of Marine Geology and Geophysics","Vietnam","NA","Hanoi","NA","NA",NA,NA,NA,NA,NA,NA
"IMM","Inner Mongolia Museum","China","NA","Hohhot","40.82","111.64",NA,NA,NA,NA,NA,NA
"IMNH","Idaho Museum of Natural History","United States","Idaho","Pocatello","42.88","-112.47",NA,NA,NA,NA,NA,NA
"in situ","In situ","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"INAH","Instituto Nacional de Antropología e Historia","Mexico","NA","Mexico City","19.43","-99.14",NA,NA,NA,NA,NA,NA
"INBR","Victor Valley Museum","United States","California","Apple Valley","NA","NA",NA,NA,NA,NA,NA,NA
"INC","Instituto Nacional de Geología","Spain","NA","Madrid","40.42","-3.71",NA,NA,NA,NA,NA,NA
"INGEO","Instituto de Geología Dr. Emiliano P. Aparicio","Argentina","NA","Rivadavia","NA","NA",NA,NA,NA,NA,NA,NA
"INHM","Iraq Natural History Museum","Iraq","NA","NA","NA","NA",1,1,0,0,0,0
"INHS","Illinois Natural History Survey","United States","Illinois","NA","NA","NA",NA,NA,NA,NA,NA,NA
"INPA","Instituto Nacional de Pesquisas da Amazônia","Brazil","Amazonas","Manaus","-3.12","-60.02",24,23,0,0,1,0
"INSAP","Institut National des Sciences de l'Archéologie et du Patrimoine","Morocco","NA","Rabat","34.020000000000003","-6.84",1,1,0,0,0,0
"INSM","Indiana State Museum","United States","Indiana","NA","NA","NA",NA,NA,NA,NA,NA,NA
"IPA","Instituto de la Prehistoria de las Américas","Mexico","Quintana Roo","Playa del Carmen","20.62","-87.07",NA,NA,NA,NA,NA,NA
"IPFUB","Institut für Paläontologie der Freien Universität Berlin","Germany","Berlin","Berlin","52.52","13.38",NA,NA,NA,NA,NA,NA
"IPGAS","Institute of Paleobiology of the Georgian Academy of Sciences","Georgia","NA","Tbilisi","41.72","44.79",NA,NA,NA,NA,NA,NA
"IPHAS","Ili Prefecture Health and Antiepidemic Station","China","NA","Yining","43.9","81.349999999999994",1,1,0,0,0,0
"IPHES","Catalan Institute of Human Palaeoecology and Social Evolution","Spain","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"IPP","Institute for Plant Protection","Poland","NA","Poznan","52.4","16.899999999999999",1,1,0,0,0,0
"IpsM","Ipswich Museum","United Kingdom","NA","Ipswich","52.07","1.1399999999999999",NA,NA,NA,NA,NA,NA
"IPUB","Institut für Paläontologie der Universität Bonn","Germany","North Rhine-Westphalia","Bonn","50.73","7.1",NA,NA,NA,NA,NA,NA
"IPVF","Instituto de Paleontología, colección de Vertebrados Fósiles, Universidad Nacional de Piura","Peru","NA","Piura","-5.19","-80.63",NA,NA,NA,NA,NA,NA
"IQW","Department of Quaternary Paleontology","Germany","Thuringia","Weimar","50.99","11.32",NA,NA,NA,NA,NA,NA
"IRCLD","Institute of Research and Control of Local Diseases of Qinghai Province","China","NA","Xining","36.619999999999997","101.77",1,1,0,0,0,0
"IRSNB","Royal Belgian Institute of Natural Sciences","Belgium","NA","Brussels","50.83","4.33",6,6,0,0,0,0
"ISAM","Iziko South African Museum","South Africa","NA","Cape Town","-33.93","18.46",6,6,0,0,0,0
"ISB","Institute of Speleology ""Emil Racoviţă""","Romania","NA","Bucharest","44.44","26.1",1,1,0,0,0,0
"ISI","Indian Statistical Institute","India","West Bengal","Calcutta","22.57","88.36",NA,NA,NA,NA,NA,NA
"İTÜ","Istanbul Technical University","Turkey","NA","Istanbul","41.1","29",NA,NA,NA,NA,NA,NA
"IVCM","Imperial Valley College Museum","United States","California","El Centro","NA","NA",NA,NA,NA,NA,NA,NA
"IVIC","Instituto Venezolano de Investigaciones Científicas","Venezuela","NA","Caracas","10.54","-66.930000000000007",NA,NA,NA,NA,NA,NA
"IVPG","Institute of Vertebrate Paleontology, Gansu Agricultural University","China","NA","Lanzhou","36.049999999999997","103.68",NA,NA,NA,NA,NA,NA
"IVPP","Institute of Vertebrate Paleontology and Paleoanthropology","China","NA","Beijing","39.93","116.4",3,3,0,0,0,0
"Iwaki","Iwaki City Coal and Fossil Museum","Japan","NA","Iwaki","37.049999999999997","140.88",NA,NA,NA,NA,NA,NA
"IWCMS","Isle of Wight County Museum Service","United Kingdom","NA","Sandown","NA","NA",NA,NA,NA,NA,NA,NA
"IZASM","Institute of Zoology of Academy of Sciences of Moldova","Moldova","NA","Chisinău","47.03","28.83",NA,NA,NA,NA,NA,NA
"IZEA","Institut de zoologie et d'écologie animale","Switzerland","NA","Lausanne","46.52","6.62",1,1,0,0,0,0
"IZH","Institut für Zoologie Halle","Germany","Saxony-Anhalt","Halle","NA","NA",4,2,2,0,0,0
"IZK","Institute of Zoology of the National Academy of Sciences of Kazakhstan","Kazakhstan","NA","Almaty","43.32","76.92",2,2,0,0,0,0
"IZKRAS","Institute of Earth Crust of the Siberian Branch of the Russian Academy of Sciences","Russia","NA","Irkutsk","52.33","104.24",NA,NA,NA,NA,NA,NA
"IZSP","Institute of Zoology, Shaanxi Province","China","NA","NA","NA","NA",1,1,0,0,0,0
"IZUAN","I. I. Shmalhausen Institute of Zoology of the Academy of Sciences of Ukraine","Ukraine","NA","Kyiv","NA","NA",NA,NA,NA,NA,NA,NA
"JACVM","Junta de Acción Comunal Vereda Monquirá","Colombia","NA","Vereda Monquirá","NA","NA",NA,NA,NA,NA,NA,NA
"JAG","E.O. Wilson Laboratory Biodiversity Laboratory","Mozambique","NA","Chitengo","NA","NA",1,1,0,0,0,0
"JePM","Jehol Paleontological Museum","China","NA","Chengde","40.96","117.93",NA,NA,NA,NA,NA,NA
"JGUM","Johannes-Gutenberg-Universität Mainz","Germany","Rhineland-Palatinate","Mainz","50","8.26",1,1,0,0,0,0
"JHU","Johns Hopkins University","United States","Maryland","Baltimore","39.299999999999997","-76.61",NA,NA,NA,NA,NA,NA
"Jianping","Jianping County Museum","China","NA","Jianping","NA","NA",NA,NA,NA,NA,NA,NA
"JLUM","Jilin University Museum of Geology","China","NA","Changchun","43.87","125.35",NA,NA,NA,NA,NA,NA
"JM","Jura Museum","Germany","Bavaria","Eichstätt","NA","NA",NA,NA,NA,NA,NA,NA
"JODA","John Day Fossil Beds National Monument","United States","Oregon","NA","NA","NA",NA,NA,NA,NA,NA,NA
"JPM","Jinzhou Paleontological Museum","China","NA","Jinzhou","NA","NA",NA,NA,NA,NA,NA,NA
"JUY","Museo de Geología, Mineralogía y Paleontología, Instituto de Geología y Minería, Universidad Nacional de Jujuy","Argentina","NA","San Salvador de Jujuy","NA","NA",NA,NA,NA,NA,NA,NA
"JVF","Geological Survey of India, Jammu","India","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"JYM","Jinyun Museum","China","NA","Jinyun","NA","NA",NA,NA,NA,NA,NA,NA
"JZMP","Jinzhou Museum of Paleontology","China","NA","Jinzhou","NA","NA",NA,NA,NA,NA,NA,NA
"JZT","Jizantang Paleontological Museum","China","NA","Chaoyang","NA","NA",NA,NA,NA,NA,NA,NA
"KAM","Kuji Amber Museum","Japan","NA","Kuji","36.5","140.61000000000001",NA,NA,NA,NA,NA,NA
"KDRC","Korea Dinosaur Research Center, Chonnam National University","South Korea","NA","Gwangju","NA","NA",NA,NA,NA,NA,NA,NA
"KE","Ministry of Ecology and Natural Resources of Kazakhstan Republic","Kazakhstan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"KHMB","Kreisheimatmuseum Bünde","Germany","North Rhine-Westphalia","Bünde","52.2","8.61",NA,NA,NA,NA,NA,NA
"KIGAM","Korea Institute of Geoscience and Mineral Resources","South Korea","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Kingdon collection","Collection of J. Kingdon","United Kingdom","NA","NA","NA","NA",1,1,0,0,0,0
"Kirchheim","Heimatmuseum Kirchheim/Schaben","Germany","Bavaria","Kirchheim in Schwaben","NA","NA",NA,NA,NA,NA,NA,NA
"Kırıkkale","Department of Biology, Faculty of Science and Arts, University of Kırıkkale","Turkey","NA","Kırıkkale","39.85","33.520000000000003",1,1,0,0,0,0
"Kishida collection","Collection of K. Kishida","Japan","NA","NA","NA","NA",2,2,0,0,0,0
"KIZ","Kunming Institute of Zoology, Academia Sinica","China","NA","Kunming","25.05","102.7",46,46,0,0,0,0
"KKF","Kronosaurus Korner Regional Museum","Australia","Queensland","Richmond","NA","NA",NA,NA,NA,NA,NA,NA
"KKM","Kolomna Regional Museum","Russia","NA","Kolomna","55.08","38.78",NA,NA,NA,NA,NA,NA
"KKWRC","King Khalid Wildlife Research Center","Saudi Arabia","NA","Riyadh","24.65","46.77",1,1,0,0,0,0
"Kloss collection","Collection of C. Boden Kloss","Singapore","NA","NA","NA","NA",1,1,0,0,0,0
"KM","Amathole Museum","South Africa","NA","King William's Town","-32.883333","27.4",21,21,0,0,0,0
"KME","Krahuletzmuseum Eggenburg","Austria","Lower Austria","Eggenburg","NA","NA",NA,NA,NA,NA,NA,NA
"KMNH","Kitakyushu Museum of Natural History","Japan","NA","Kitakyushu","33.880000000000003","130.86000000000001",NA,NA,NA,NA,NA,NA
"KMV","Kunming Municipal Museum","China","NA","Kunming","25.05","102.7",NA,NA,NA,NA,NA,NA
"KNK","Greenland National Museum and Archives","Greenland","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"KNM","Kenya National Museum","Kenya","NA","Nairobi","-1.29","36.82",5,5,0,0,0,0
"KNUE","Korea National University of Education","South Korea","NA","Chungbuk","NA","NA",NA,NA,NA,NA,NA,NA
"KPE","Kyungpook National University, Earth Science Department","South Korea","NA","Taegu","NA","NA",NA,NA,NA,NA,NA,NA
"KPM","Kanagawa Prefectural Museum","Japan","NA","Odawara","35.25","139.16",NA,NA,NA,NA,NA,NA
"KSU","A.A. Shtukenberg Museum of Geology and Mineralogy of Kazan State University","Russia","NA","Kazan","55.75","49.13",NA,NA,NA,NA,NA,NA
"KU","Kansas University","United States","Kansas","Lawrence","38.959721999999999","-95.264167",147,147,0,0,0,0
"KUF","Kyushu University","Japan","NA","Fukuoka","33.590000000000003","130.41",1,1,0,0,0,0
"KUHE","Graduate School of Human and Environmental Studies, Kyoto University","Japan","NA","Kyoto","35.01","135.75",NA,NA,NA,NA,NA,NA
"KUL","KU Leuven","Belgium","NA","Leuven","50.88","4.7",1,1,0,0,0,0
"Kuroda collection","Collection of Kuroda","Japan","NA","NA","NA","NA",47,45,2,0,0,0
"KUZ","Kyoto University Museum","Japan","NA","Kyoto","35.01","135.75",1,1,0,0,0,0
"KWU","Kansas Wesleyan University","United States","Kansas","Salina","38.82","-97.62",NA,NA,NA,NA,NA,NA
"KYF","Keio Gijyuku Yochisha Science Museum","Japan","NA","Tokyo","35.67","139.77000000000001",NA,NA,NA,NA,NA,NA
"KZV","Bureau of Land and Resources of Kazuo County","China","NA","Kazuo","NA","NA",NA,NA,NA,NA,NA,NA
"Laâyoune","Museum of the Higher School of Technology","Western Sahara","NA","Laâyoune","NA","NA",1,1,0,0,0,0
"LACM","Los Angeles County Museum","United States","California","Los Angeles","34.11","-118.41",31,27,0,0,4,0
"LAMPEA","Maison Méditerranéenne des Sciences Humaines","France","NA","Aix-en-Provence","43.53","5.44",NA,NA,NA,NA,NA,NA
"LAPEISA","Laboratório de Paleontologia e Evolução de de Ilha Solteira","Brazil","São Paulo","Ilha Solteira","NA","NA",NA,NA,NA,NA,NA,NA
"LARQ","Laboratorio de Arqueología, Facultad de Humanidades, Universidad Nacional de Mar del Plata","Argentina","NA","Mar del Plata","-38","-57.58",1,1,0,0,0,0
"LBEG","Landesamt für Bergbau, Energie und Geologie","Germany","Lower Saxony","Hannover","NA","NA",NA,NA,NA,NA,NA,NA
"LCM","Laboratorio de Citogenética, Facultad de Medicina, Universidad de Chile","Chile","NA","Santiago","-33.46","-70.64",1,1,0,0,0,0
"LDMLCA","Lufeng Dinosaur Museum-Lufeng Chuanjie A'na","China","NA","A'na","NA","NA",NA,NA,NA,NA,NA,NA
"LDN","Lande Museum of Natural History","China","NA","Tangshan","39.619999999999997","118.19",NA,NA,NA,NA,NA,NA
"LDRC","Lufeng Dinosaur Research Center","China","NA","Lufeng","NA","NA",NA,NA,NA,NA,NA,NA
"LDUCZ","Grant Museum of Zoology","United Kingdom","NA","London","51.52","-0.1",1,1,0,0,0,0
"LDV","University of Lanzhou","China","NA","Lanzhou","36.049999999999997","103.68",NA,NA,NA,NA,NA,NA
"LEICT","Leicester Arts and Museums Service","United Kingdom","NA","Leicester","52.64","-1.1299999999999999",NA,NA,NA,NA,NA,NA
"Leyre","Leyre Monastery","Spain","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LF","Lauer Foundation","Germany","Bavaria","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LFGT","Bureau of Land and Resources of Lufeng County","China","NA","Lufeng","NA","NA",NA,NA,NA,NA,NA,NA
"LGI","Laboratoire de Géologie de l'Université de Jassy","Romania","NA","Jassy","NA","NA",NA,NA,NA,NA,NA,NA
"LGPUT","University of Thessaloniki Department of Geology","Greece","NA","Thessaloniki","40.64","22.94",NA,NA,NA,NA,NA,NA
"LH","Long Hao Institute of Geology and Paleontology","China","NA","Hohhot","40.82","111.64",NA,NA,NA,NA,NA,NA
"LHV","Department of Land and Resources of Liaoning Province","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LIEB","Laboratorio de Investigaciones en Evolución y Biodiversidad","Argentina","NA","Esquel","NA","NA",1,1,0,0,0,0
"LINHM","Long Island Natural History Museum","United States","New York","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LinnMus","Linnaean Museum","Sweden","NA","Uppsala","59.86","17.64",7,7,0,0,0,0
"LinPM","Linqu Paleontological Museum","China","NA","Linqu","36.51","118.52",NA,NA,NA,NA,NA,NA
"LIVCM","Liverpool Museum","United Kingdom","NA","Liverpool","53.42","-2.99",8,8,0,0,0,0
"LLM","Lippisches Landesmuseum","Germany","North Rhine-Westphalia","Detmold","51.95","8.8800000000000008",NA,NA,NA,NA,NA,NA
"LM","Lingwu Museum","China","NA","Lingwu","NA","NA",NA,NA,NA,NA,NA,NA
"LMCCE","Laboratory of Mesozoic and Cenozoic Continental Ecosystems, Tomsk State University","Russia","NA","Tomsk","56.5","84.97",NA,NA,NA,NA,NA,NA
"lost","lost","NA","NA","NA","NA","NA",350,191,37,4,1,117
"Louis collection","Collection of P. Louis","France","NA","Reims","49.25","4.03",NA,NA,NA,NA,NA,NA
"LPP","Laboratório de Paleoecologia e Paleoicnologia, Departamento de Ecologia e Biologia Evolutiva, Universidade Federal de São Carlos","Brazil","São Paulo","São Carlos","-22.02","-47.89",NA,NA,NA,NA,NA,NA
"LPRP","Laboratório de Paleontologia de Ribeirão Preto, Universidade de São Paulo","Brazil","São Paulo","Ribeirão Preto","-21.17","-47.8",NA,NA,NA,NA,NA,NA
"LPV","Laboratoire de Paléontologie de Vertébrés et Paléontologie Humaine, Université de Paris VI","France","NA","Paris","48.86","2.34",1,1,0,0,0,0
"LRF","Australian Opal Center","Australia","New South Wales","Lightning Ridge","NA","NA",NA,NA,NA,NA,NA,NA
"LRM","La Rochelle Museum","France","NA","La Rochelle","46.17","-1.18",1,0,1,0,0,0
"LSNSAU","Laboratory of Sumatera Nature Study, Andalas University","Indonesia","NA","NA","NA","NA",1,1,0,0,0,0
"LSUHC","La Sierra University Herpetological Collection","United States","California","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LSUMG","Louisiana State University Museum of Geology","United States","Louisiana","Baton Rouge","30.45","-91.13",NA,NA,NA,NA,NA,NA
"LSUMNS","Louisiana State University Museum of Natural Science","United States","Louisiana","Baton Rouge","30.45","-91.13",NA,NA,NA,NA,NA,NA
"LSUMZ","Louisiana State University Museum of Zoology","United States","Louisiana","Baton Rouge","30.447500000000002","-91.178611000000004",29,29,0,0,0,0
"LUVP","Laboratory of Vertebrate Paleontology, Geology Department, Lucknow University","India","Uttar Pradesh","Lucknow","NA","NA",NA,NA,NA,NA,NA,NA
"LVH","Landesmuseum für Vorgeschichte Halle","Germany","Saxony-Anhalt","Halle","NA","NA",NA,NA,NA,NA,NA,NA
"LvPM","Львовский Природоведческий Музей АН Украины","Ukraine","NA","Lviv","NA","NA",1,1,0,0,0,0
"LVR","LVR-Landesmuseum Bonn","Germany","North Rhine-Westphalia","Bonn","50.73","7.1",NA,NA,NA,NA,NA,NA
"LW","Linqu Cultural House","China","NA","Linqu","36.51","118.52",NA,NA,NA,NA,NA,NA
"LY","Shandong Laiyang Cretaceous National Geological Park","China","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"LYMPH","Lyme Regis Museum","United Kingdom","NA","Lyme Regis","NA","NA",NA,NA,NA,NA,NA,NA
"LZH","Laboratory of Zoology at Hanoi","Vietnam","NA","Hanoi","NA","NA",6,6,0,0,0,0
"MAAT","Museo Alberto Arvelo Torrealba","Venezuela","Barinas","Barinas","8.6","-70.25",NA,NA,NA,NA,NA,NA
"MAB","Oertijdmuseum De Groene Poort","Netherlands","NA","Boxtel","51.59","5.31",NA,NA,NA,NA,NA,NA
"MAC","Museo de Arqueología de Cartagena","Spain","NA","Cartagena","37.61","-0.98",NA,NA,NA,NA,NA,NA
"MACN","Museo Argentino de Ciencias Naturales","Argentina","NA","Buenos Aires","-34.61","-58.37",58,49,4,1,4,0
"MACPM","Museo de la Asociación Cultural Paleontológica Murciana","Spain","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MAD","Museo Arqueológico de Deyá","Spain","NA","Deyá","NA","NA",NA,NA,NA,NA,NA,NA
"MAFI","Magyar Földtani és Geofizikai Intézet (Hungarian Institute of Geology and Geophysics)","Hungary","NA","Budapest","47.51","19.079999999999998",NA,NA,NA,NA,NA,NA
"MAGNT","Museum and Art Galleries of the Northern Territory","Australia","NA","Darwin","-12.43","130.85",7,7,0,0,0,0
"MALM","Museum of Amber Lilia Mijangos","Mexico","Chiapas","San Cristóbal de Las Casas","16.75","-92.63",NA,NA,NA,NA,NA,NA
"MALS","Musée archaeologique de Lons-le-Saunier","France","NA","Lons-le-Saunier","46.68","5.53",NA,NA,NA,NA,NA,NA
"MáM","Mátra Museum","Hungary","NA","Mátra","NA","NA",1,1,0,0,0,0
"MäMB","Märkisches Museum","Germany","Berlin","Berlin","52.52","13.38",NA,NA,NA,NA,NA,NA
"MAMC","Museo de Arqueología de Canelones","Uruguay","NA","Canelones","-34.53","-56.29",NA,NA,NA,NA,NA,NA
"MAMSPLP","Musée des Amis de la Mine, Saint-Pierre La Palud","France","NA","Saint-Pierre La Palud","NA","NA",NA,NA,NA,NA,NA,NA
"MAN","Museo Arqueológico Nacional","Spain","NA","Madrid","40.42","-3.71",NA,NA,NA,NA,NA,NA
"MAÑE","Museo de Ciencias de Añelo","Argentina","NA","Añelo","NA","NA",NA,NA,NA,NA,NA,NA
"MantM","Mantrimayum Museum","India","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MAP","Museo Aragonés de Paleontología","Spain","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MAPBAR","Museo de la Asociación Paleontológica Bariloche","Argentina","NA","Bariloche","-41.14","-71.319999999999993",NA,NA,NA,NA,NA,NA
"MAS","Museo de Antropología, Salta","Argentina","NA","Salta","-24.79","-65.41",NA,NA,NA,NA,NA,NA
"MASP","Museo Provincial ""Antonio Serrano"" de Paraná, Paraná","Argentina","NA","Paraná","-31.74","-60.52",NA,NA,NA,NA,NA,NA
"MAU","Museo Municipal Argentino Urquiza, Paleontología de Vertebrados","Argentina","NA","Cañadón Mistringa","NA","NA",NA,NA,NA,NA,NA,NA
"MAUL","Museo dell'Ambiente, Università di Lecce","Italy","NA","Lecce","40.36","18.16",NA,NA,NA,NA,NA,NA
"MAUS","Museo dell'Ambiente, Università del Salento","Italy","NA","Lecce","40.36","18.16",NA,NA,NA,NA,NA,NA
"MAV","Musée Antoine Vivenel","France","NA","Compiègne","49.41","2.82",NA,NA,NA,NA,NA,NA
"Mayo","Collection of N. A. Mayo","Cuba","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MBB","Museo de Ciencias de Bahía Blanca","Argentina","NA","Bahía Blanca","-38.72","-62.28",NA,NA,NA,NA,NA,NA
"MBIS","Muzej Biološkog instituta, Sarajevo","Bosnia and Herzegovina","NA","Sarajevo","43.85","18.38",2,2,0,0,0,0
"MBL","Museu Bocage","Portugal","NA","Lisbon","38.72","-9.14",3,3,0,0,0,0
"MBLUZ","Museo de Biología de la Universidad del Zulia, Maracaibo","Venezuela","Zulia","Maracaibo","10.73","-71.66",1,1,0,0,0,0
"MBML","Museu de Biologia ""Mello Leitão""","Brazil","Espírito Santo","NA","NA","NA",3,3,0,0,0,0
"MBSN","Musée Brukenthal de Sibiu, Section des Sciences Naturelles","Romania","NA","Sibiu","45.79","24.13",1,1,0,0,0,0
"MBT","Stratigraphical and Paleontological Collection of the Transylvanian Basin Museum, University of Cluj-Napoca","Romania","NA","Cluj-Napoca","46.78","23.59",NA,NA,NA,NA,NA,NA
"MBUCV","Museo de Biología del Instituto de Zoología Tropical, Universidad Central de Venezuela","Venezuela","NA","NA","NA","NA",7,7,0,0,0,0
"MCA","Museo de Ciencias Naturales ""Carlos Ameghino""","Argentina","NA","Mercedes","NA","NA",NA,NA,NA,NA,NA,NA
"MCC","Museu Câmara Cascudo","Brazil","Rio Grande do Norte","Natal","-5.8","-35.22",NA,NA,NA,NA,NA,NA
"MCCI","Museo Civico di Storia Naturale, Carmagnola","Italy","NA","Carmagnola","44.86","7.71",NA,NA,NA,NA,NA,NA
"MCCM","Museo de las Ciencias de Castilla-La Mancha","Spain","NA","Cuenca","40.08","-2.14",NA,NA,NA,NA,NA,NA
"MCCSN","Museo Civico Craveri di Storia Naturale","Italy","NA","Bra","44.7","7.83",NA,NA,NA,NA,NA,NA
"MCD","Museu de la Conca Dellà","Spain","NA","Isona","NA","NA",NA,NA,NA,NA,NA,NA
"MCDUT","Museum of Chengdu University of Technology","China","NA","Chengdu","30.67","104.07",NA,NA,NA,NA,NA,NA
"MCF","Museo Municipal Carmen Funes","Argentina","NA","Plaza Huincul","-38.933760999999997","-69.198688000000004",NA,NA,NA,NA,NA,NA
"MCGEM","Museum of the Comisión Geográfica-Exploradora de México","Mexico","NA","NA","NA","NA",2,2,0,0,0,0
"MCH","Museo Arqueológico Provincial 'Condor Huasi', Sección Paleontología","Argentina","NA","Belén","NA","NA",NA,NA,NA,NA,NA,NA
"MCL","Museu de Ciências Naturais de la Pontificia Universidade Católica de Minas Gerais, Belo Horizonte, Brasil","Brazil","Minas Gerais","Belo Horizonte","-19.920000000000002","-43.94",NA,NA,NA,NA,NA,NA
"MCLPGC","Museo Canario, Las Palmas de Gran Canaria","Spain","NA","Las Palmas de Gran Canaria","NA","NA",2,2,0,0,0,0
"MCLS","Museo Civico di Lerici","Italy","NA","Lerici","NA","NA",NA,NA,NA,NA,NA,NA
"McM","McMaster University","Canada","NA","Hamilton","43.26","-79.849999999999994",NA,NA,NA,NA,NA,NA
"MCM","Mikasa City Museum","Japan","NA","Mikasa","NA","NA",NA,NA,NA,NA,NA,NA
"MCN","Museu de Ciências Naturais, Fundação Zoobotânica do Rio Grande do Sul","Brazil","Rio Grande do Sul","Porto Alegre","-30.04","-51.22",NA,NA,NA,NA,NA,NA
"MCNA","Museo de Ciencias Naturales de Alava","Spain","NA","Vitoria","42.85","-2.67",NA,NA,NA,NA,NA,NA
"MCNAM","Museo de Ciencias Naturales y Antropológicas 'J. C. Moyano'","Argentina","NA","Mendoza","-32.89","-68.83",NA,NA,NA,NA,NA,NA
"MCNB","Museu de Ciències Naturals de Barcelona","Spain","NA","Barcelona","41.4","2.17",1,1,0,0,0,0
"MCNC","Museo de Ciencias de Caracas","Venezuela","NA","Caracas","10.54","-66.930000000000007",NA,NA,NA,NA,NA,NA
"MCNCAUI","Museo Provincial de Ciencias Naturales ""Dr. Arturo U. Illia""","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MCNG","Museo de Ciencias Naturales de Guanare, UNELLEZ","Venezuela","Portuguesa","Guanare","9.0500000000000007","-69.75",NA,NA,NA,NA,NA,NA
"MCNPUC","Coleção de Mamíferos do Museu de Ciências Naturais da Pontifícia Universidade Católica de Minas Gerais","Brazil","Minas Gerais","Belo Horizonte","-19.920000000000002","-43.94",1,1,0,0,0,0
"MCNU","Museu de Ciências Naturais, Universidade Luterana do Brazil","Brazil","Rio Grande do Sul","Canoas","-29.92","-51.18",1,1,0,0,0,0
